blacklist_id,type,value,reason,created_at
1999,MERCHANT,Merchant_734544732_903,Suspicious transactions detected for merchant Merchant_734544732_903,2024-04-18 01:54:34.130
2000,USER,dthomas781@protonmail.com,Suspicious activity detected for user dthomas781@protonmail.com,2025-11-19 16:56:34.133
2001,MERCHANT,Merchant_328182887_3422,Suspicious transactions detected for merchant Merchant_328182887_3422,2024-09-08 15:27:34.137
2002,IP,102.22.167.148,IP address flagged for suspicious activity: 102.22.167.148,2024-03-14 12:37:34.140
2003,USER,blerina979@yahoo.com,Suspicious activity detected for user blerina979@yahoo.com,2024-08-22 21:58:34.147
2004,IP,179.108.144.81,IP address flagged for suspicious activity: 179.108.144.81,2024-12-03 03:29:34.153
2005,IP,23.122.238.12,IP address flagged for suspicious activity: 23.122.238.12,2024-06-12 23:04:34.157
2006,MERCHANT,Merchant_1396810917_1945,Suspicious transactions detected for merchant Merchant_1396810917_1945,2025-02-10 02:09:34.160
2007,USER,ylber615@live.com,Suspicious activity detected for user ylber615@live.com,2024-10-02 22:32:34.167
2008,USER,indrit.beka2084@protonmail.com,Suspicious activity detected for user indrit.beka2084@protonmail.com,2025-03-19 23:48:34.170
2009,MERCHANT,Merchant_1217793899_2585,Suspicious transactions detected for merchant Merchant_1217793899_2585,2026-01-23 06:40:34.173
2010,IP,205.89.223.23,IP address flagged for suspicious activity: 205.89.223.23,2024-12-11 13:01:34.177
2011,IP,91.152.146.190,IP address flagged for suspicious activity: 91.152.146.190,2025-08-30 04:26:34.183
2012,USER,pajtim895@live.com,Suspicious activity detected for user pajtim895@live.com,2025-12-18 13:30:34.190
2013,MERCHANT,Merchant_777908046_1599,Suspicious transactions detected for merchant Merchant_777908046_1599,2025-02-05 06:23:34.190
2014,IP,161.159.24.161,IP address flagged for suspicious activity: 161.159.24.161,2024-08-08 02:18:34.197
2015,USER,jkuka6257@live.com,Suspicious activity detected for user jkuka6257@live.com,2025-01-25 18:26:34.200
2016,IP,149.3.204.158,IP address flagged for suspicious activity: 149.3.204.158,2025-07-23 08:40:34.210
2017,IP,207.178.160.234,IP address flagged for suspicious activity: 207.178.160.234,2025-09-19 07:09:34.213
2018,IP,217.147.20.104,IP address flagged for suspicious activity: 217.147.20.104,2024-05-23 11:44:34.220
2019,USER,era.gjoka1184@protonmail.com,Suspicious activity detected for user era.gjoka1184@protonmail.com,2025-11-10 02:55:34.227
2020,MERCHANT,Merchant_434341887_1053,Suspicious transactions detected for merchant Merchant_434341887_1053,2025-09-03 07:46:34.230
2021,USER,qbrown6313@live.com,Suspicious activity detected for user qbrown6313@live.com,2024-06-01 20:20:34.237
2022,USER,urim367@protonmail.com,Suspicious activity detected for user urim367@protonmail.com,2025-11-12 07:05:34.240
2023,USER,zef_kuka2026@gmail.com,Suspicious activity detected for user zef_kuka2026@gmail.com,2025-04-07 18:31:34.243
2024,IP,51.245.134.217,IP address flagged for suspicious activity: 51.245.134.217,2024-10-14 20:16:34.250
2025,USER,petrit.lopez6152@protonmail.com,Suspicious activity detected for user petrit.lopez6152@protonmail.com,2025-12-08 01:45:34.253
2026,MERCHANT,Merchant_762917449_4958,Suspicious transactions detected for merchant Merchant_762917449_4958,2025-02-02 11:59:34.257
2027,USER,mergim251@gmail.com,Suspicious activity detected for user mergim251@gmail.com,2025-04-11 13:57:34.263
2028,MERCHANT,Merchant_1500999992_1583,Suspicious transactions detected for merchant Merchant_1500999992_1583,2025-03-09 19:54:34.267
2029,USER,adriatik_basha2026@live.com,Suspicious activity detected for user adriatik_basha2026@live.com,2024-07-02 06:38:34.270
2030,USER,blerina_shala2026@protonmail.com,Suspicious activity detected for user blerina_shala2026@protonmail.com,2025-08-15 19:08:34.273
2031,MERCHANT,Merchant_1723739903_3565,Suspicious transactions detected for merchant Merchant_1723739903_3565,2024-03-06 12:18:34.277
2032,USER,mimoza455@yahoo.com,Suspicious activity detected for user mimoza455@yahoo.com,2025-07-01 16:35:34.283
2033,IP,25.46.81.233,IP address flagged for suspicious activity: 25.46.81.233,2024-10-04 04:51:34.287
2034,IP,245.0.67.26,IP address flagged for suspicious activity: 245.0.67.26,2024-05-14 07:30:34.293
2035,USER,olti555@gmail.com,Suspicious activity detected for user olti555@gmail.com,2026-01-01 15:55:34.300
2036,USER,ngonzalez7645@gmail.com,Suspicious activity detected for user ngonzalez7645@gmail.com,2025-02-03 04:50:34.303
2037,MERCHANT,Merchant_1361147343_3939,Suspicious transactions detected for merchant Merchant_1361147343_3939,2025-08-20 11:54:34.307
2038,IP,154.228.51.22,IP address flagged for suspicious activity: 154.228.51.22,2024-07-16 16:15:34.313
2039,USER,zef.sahiti2648@yahoo.com,Suspicious activity detected for user zef.sahiti2648@yahoo.com,2025-01-06 06:27:34.320
2040,USER,agim.hernandez9616@live.com,Suspicious activity detected for user agim.hernandez9616@live.com,2024-05-21 12:24:34.327
2041,IP,208.145.52.103,IP address flagged for suspicious activity: 208.145.52.103,2025-12-20 11:36:34.337
2042,IP,150.39.147.132,IP address flagged for suspicious activity: 150.39.147.132,2025-12-30 05:08:34.343
2043,USER,flamur211@outlook.com,Suspicious activity detected for user flamur211@outlook.com,2025-05-27 05:17:34.350
2044,MERCHANT,Merchant_115894561_563,Suspicious transactions detected for merchant Merchant_115894561_563,2025-11-15 05:08:34.353
2045,USER,ilir_hyseni2026@aol.com,Suspicious activity detected for user ilir_hyseni2026@aol.com,2024-11-05 19:35:34.360
2046,USER,arta_sahiti2026@aol.com,Suspicious activity detected for user arta_sahiti2026@aol.com,2024-04-03 23:57:34.363
2047,USER,klea.moore4728@icloud.com,Suspicious activity detected for user klea.moore4728@icloud.com,2024-07-10 04:47:34.370
2048,USER,genta747@yahoo.com,Suspicious activity detected for user genta747@yahoo.com,2025-05-03 07:28:34.377
2049,IP,228.183.16.89,IP address flagged for suspicious activity: 228.183.16.89,2024-04-23 19:30:34.380
2050,MERCHANT,Merchant_1375938592_4748,Suspicious transactions detected for merchant Merchant_1375938592_4748,2025-11-01 17:03:34.383
2051,IP,161.153.216.128,IP address flagged for suspicious activity: 161.153.216.128,2025-09-07 01:11:34.390
2052,USER,grodriguez9841@gmail.com,Suspicious activity detected for user grodriguez9841@gmail.com,2024-06-21 12:26:34.397
2053,USER,mergim779@yahoo.com,Suspicious activity detected for user mergim779@yahoo.com,2025-03-07 20:07:34.400
2054,USER,hana.taylor5436@outlook.com,Suspicious activity detected for user hana.taylor5436@outlook.com,2025-08-15 16:19:34.407
2055,MERCHANT,Merchant_759231077_4342,Suspicious transactions detected for merchant Merchant_759231077_4342,2024-05-31 11:57:34.410
2056,MERCHANT,Merchant_1118262902_700,Suspicious transactions detected for merchant Merchant_1118262902_700,2024-10-09 07:34:34.410
2057,IP,112.98.196.40,IP address flagged for suspicious activity: 112.98.196.40,2024-04-17 08:15:34.417
2058,USER,trim.hyseni3160@gmail.com,Suspicious activity detected for user trim.hyseni3160@gmail.com,2024-03-23 04:51:34.423
2059,IP,29.68.132.217,IP address flagged for suspicious activity: 29.68.132.217,2024-11-22 01:07:34.430
2060,USER,tpajaziti897@hotmail.com,Suspicious activity detected for user tpajaziti897@hotmail.com,2025-07-12 18:54:34.433
2061,MERCHANT,Merchant_1430024224_666,Suspicious transactions detected for merchant Merchant_1430024224_666,2025-08-25 21:49:34.437
2062,USER,valon.pllana6912@live.com,Suspicious activity detected for user valon.pllana6912@live.com,2024-12-25 09:47:34.440
2063,USER,fitim_rama2026@icloud.com,Suspicious activity detected for user fitim_rama2026@icloud.com,2024-06-05 23:48:34.447
2064,IP,181.239.151.206,IP address flagged for suspicious activity: 181.239.151.206,2024-09-09 22:31:34.450
2065,USER,ijackson589@aol.com,Suspicious activity detected for user ijackson589@aol.com,2025-12-18 19:19:34.457
2066,IP,206.172.227.246,IP address flagged for suspicious activity: 206.172.227.246,2025-08-18 08:36:34.463
2067,MERCHANT,Merchant_473243436_2900,Suspicious transactions detected for merchant Merchant_473243436_2900,2025-10-31 05:42:34.470
2068,MERCHANT,Merchant_1213436465_1003,Suspicious transactions detected for merchant Merchant_1213436465_1003,2025-09-17 20:41:34.470
2069,IP,69.117.147.6,IP address flagged for suspicious activity: 69.117.147.6,2025-11-11 11:14:34.480
2070,USER,umiller2189@icloud.com,Suspicious activity detected for user umiller2189@icloud.com,2025-04-01 07:38:34.487
2071,IP,56.166.34.179,IP address flagged for suspicious activity: 56.166.34.179,2024-12-14 02:15:34.493
2072,IP,112.89.118.249,IP address flagged for suspicious activity: 112.89.118.249,2024-06-09 10:45:34.500
2073,MERCHANT,Merchant_73213425_2255,Suspicious transactions detected for merchant Merchant_73213425_2255,2025-03-28 07:15:34.503
2074,IP,72.62.39.90,IP address flagged for suspicious activity: 72.62.39.90,2025-08-24 03:20:34.510
2075,MERCHANT,Merchant_1302321688_519,Suspicious transactions detected for merchant Merchant_1302321688_519,2025-03-06 16:41:34.513
2076,USER,krenar671@outlook.com,Suspicious activity detected for user krenar671@outlook.com,2025-07-09 05:06:34.520
2077,IP,126.209.178.2,IP address flagged for suspicious activity: 126.209.178.2,2024-08-01 15:17:34.523
2078,MERCHANT,Merchant_219812230_16,Suspicious transactions detected for merchant Merchant_219812230_16,2025-12-04 19:06:34.527
2079,USER,hana.hoti2996@outlook.com,Suspicious activity detected for user hana.hoti2996@outlook.com,2026-01-31 21:31:34.533
2080,USER,ylli_rexha2026@gmail.com,Suspicious activity detected for user ylli_rexha2026@gmail.com,2025-06-11 17:48:34.540
2081,IP,171.21.133.50,IP address flagged for suspicious activity: 171.21.133.50,2025-08-09 05:17:34.543
2082,USER,olsi743@live.com,Suspicious activity detected for user olsi743@live.com,2024-12-13 01:55:34.550
2083,IP,77.59.58.165,IP address flagged for suspicious activity: 77.59.58.165,2025-11-10 18:26:34.560
2084,IP,58.149.72.53,IP address flagged for suspicious activity: 58.149.72.53,2024-04-09 20:47:34.567
2085,IP,208.1.92.104,IP address flagged for suspicious activity: 208.1.92.104,2025-12-19 13:06:34.570
2086,MERCHANT,Merchant_434341887_1053,Suspicious transactions detected for merchant Merchant_434341887_1053,2026-01-14 06:13:34.573
2087,IP,129.83.78.166,IP address flagged for suspicious activity: 129.83.78.166,2025-08-28 23:18:34.580
2088,IP,51.149.77.211,IP address flagged for suspicious activity: 51.149.77.211,2025-03-13 11:11:34.590
2089,IP,229.137.162.159,IP address flagged for suspicious activity: 229.137.162.159,2025-09-29 16:03:34.593
2090,MERCHANT,Merchant_857913973_3045,Suspicious transactions detected for merchant Merchant_857913973_3045,2025-04-24 18:31:34.597
2091,MERCHANT,Merchant_1822555386_4409,Suspicious transactions detected for merchant Merchant_1822555386_4409,2025-11-23 08:53:34.600
2092,USER,ilir895@protonmail.com,Suspicious activity detected for user ilir895@protonmail.com,2024-03-23 02:27:34.607
2093,USER,urim_jackson2026@aol.com,Suspicious activity detected for user urim_jackson2026@aol.com,2025-03-29 22:00:34.610
2094,IP,182.254.179.88,IP address flagged for suspicious activity: 182.254.179.88,2025-03-22 22:45:34.617
2095,MERCHANT,Merchant_1394911923_1059,Suspicious transactions detected for merchant Merchant_1394911923_1059,2025-12-01 12:00:34.620
2096,USER,vsmith2689@yahoo.com,Suspicious activity detected for user vsmith2689@yahoo.com,2024-06-10 09:54:34.627
2097,MERCHANT,Merchant_825013581_1341,Suspicious transactions detected for merchant Merchant_825013581_1341,2025-08-20 02:14:34.630
2098,USER,zana179@gmail.com,Suspicious activity detected for user zana179@gmail.com,2025-06-29 05:03:34.640
2099,USER,xhyseni8229@icloud.com,Suspicious activity detected for user xhyseni8229@icloud.com,2024-11-16 10:57:34.643
2100,MERCHANT,Merchant_1007498903_4528,Suspicious transactions detected for merchant Merchant_1007498903_4528,2025-08-08 15:06:34.650
2101,MERCHANT,Merchant_724387891_1858,Suspicious transactions detected for merchant Merchant_724387891_1858,2025-01-03 05:50:34.653
2102,IP,125.205.250.42,IP address flagged for suspicious activity: 125.205.250.42,2025-03-10 13:05:34.660
2103,USER,zana_mehmeti2026@live.com,Suspicious activity detected for user zana_mehmeti2026@live.com,2024-10-31 21:16:34.667
2104,MERCHANT,Merchant_838584698_456,Suspicious transactions detected for merchant Merchant_838584698_456,2024-07-02 16:58:34.670
2105,MERCHANT,Merchant_1072498553_3562,Suspicious transactions detected for merchant Merchant_1072498553_3562,2025-05-01 12:36:34.670
2106,IP,165.1.86.94,IP address flagged for suspicious activity: 165.1.86.94,2025-08-10 15:07:34.677
2107,IP,230.93.61.146,IP address flagged for suspicious activity: 230.93.61.146,2024-07-09 09:26:34.683
2108,MERCHANT,Merchant_418895919_4278,Suspicious transactions detected for merchant Merchant_418895919_4278,2025-09-17 13:48:34.687
2109,MERCHANT,Merchant_40550608_4276,Suspicious transactions detected for merchant Merchant_40550608_4276,2024-05-26 07:05:34.690
2110,IP,112.230.69.231,IP address flagged for suspicious activity: 112.230.69.231,2025-09-17 03:53:34.693
2111,MERCHANT,Merchant_1063247486_2929,Suspicious transactions detected for merchant Merchant_1063247486_2929,2025-07-18 09:45:34.697
2112,USER,nderim.morina2388@yahoo.com,Suspicious activity detected for user nderim.morina2388@yahoo.com,2024-05-05 02:50:34.703
2113,MERCHANT,Merchant_1113498244_3734,Suspicious transactions detected for merchant Merchant_1113498244_3734,2024-11-01 21:29:34.703
2114,IP,107.223.55.23,IP address flagged for suspicious activity: 107.223.55.23,2025-10-28 18:51:34.710
2115,USER,ylli_maloku2026@protonmail.com,Suspicious activity detected for user ylli_maloku2026@protonmail.com,2025-10-10 21:23:34.713
2116,IP,30.105.228.175,IP address flagged for suspicious activity: 30.105.228.175,2024-08-06 13:24:34.720
2117,USER,tpajaziti5893@live.com,Suspicious activity detected for user tpajaziti5893@live.com,2025-12-29 00:34:34.723
2118,USER,urim459@protonmail.com,Suspicious activity detected for user urim459@protonmail.com,2025-11-24 15:28:34.727
2119,MERCHANT,Merchant_779079361_3295,Suspicious transactions detected for merchant Merchant_779079361_3295,2024-09-28 12:34:34.730
2120,MERCHANT,Merchant_882224900_2468,Suspicious transactions detected for merchant Merchant_882224900_2468,2025-12-15 10:59:34.733
2121,USER,urim.hoxha7756@outlook.com,Suspicious activity detected for user urim.hoxha7756@outlook.com,2025-05-22 07:52:34.737
2122,IP,28.174.85.233,IP address flagged for suspicious activity: 28.174.85.233,2024-02-25 12:56:34.740
2123,MERCHANT,Merchant_232205878_4479,Suspicious transactions detected for merchant Merchant_232205878_4479,2025-02-16 02:15:34.743
2124,MERCHANT,Merchant_1139253324_1308,Suspicious transactions detected for merchant Merchant_1139253324_1308,2024-04-19 22:42:34.747
2125,USER,tberisha6309@outlook.com,Suspicious activity detected for user tberisha6309@outlook.com,2025-11-19 12:00:34.750
2126,IP,40.140.44.158,IP address flagged for suspicious activity: 40.140.44.158,2025-09-24 16:40:34.753
2127,USER,jeta887@icloud.com,Suspicious activity detected for user jeta887@icloud.com,2025-02-20 09:04:34.757
2128,USER,migjen483@icloud.com,Suspicious activity detected for user migjen483@icloud.com,2025-12-12 01:51:34.760
2129,IP,2.232.89.146,IP address flagged for suspicious activity: 2.232.89.146,2024-06-10 14:55:34.767
2130,IP,41.233.115.51,IP address flagged for suspicious activity: 41.233.115.51,2024-11-29 16:14:34.770
2131,IP,131.38.73.33,IP address flagged for suspicious activity: 131.38.73.33,2025-11-27 02:02:34.777
2132,USER,uran_bytyqi2026@aol.com,Suspicious activity detected for user uran_bytyqi2026@aol.com,2025-06-01 00:53:34.780
2133,USER,uran155@icloud.com,Suspicious activity detected for user uran155@icloud.com,2024-03-16 22:07:34.783
2134,IP,224.197.245.195,IP address flagged for suspicious activity: 224.197.245.195,2024-06-21 08:24:34.790
2135,MERCHANT,Merchant_663587597_1074,Suspicious transactions detected for merchant Merchant_663587597_1074,2024-12-31 06:02:34.790
2136,IP,78.213.146.179,IP address flagged for suspicious activity: 78.213.146.179,2025-11-28 03:24:34.797
2137,MERCHANT,Merchant_1311173330_1455,Suspicious transactions detected for merchant Merchant_1311173330_1455,2025-02-14 13:05:34.797
2138,USER,urim671@icloud.com,Suspicious activity detected for user urim671@icloud.com,2024-11-30 13:19:34.800
